author,place
http://dbpedia.org/resource/Ada_Leonard,"http://dbpedia.org/resource/Lawton,_Oklahoma"
http://dbpedia.org/resource/Ada_Louise_Powell,"http://dbpedia.org/resource/Southwick,_West_Sussex"
http://dbpedia.org/resource/Ada_Mangilli,http://dbpedia.org/resource/Florence
http://dbpedia.org/resource/Adair_Cardoso,http://dbpedia.org/resource/Mato_Grosso
http://dbpedia.org/resource/Adair_Cardoso,http://dbpedia.org/resource/Tangará_da_Serra
http://dbpedia.org/resource/Adalbert_J._Volck,http://dbpedia.org/resource/Bavaria
http://dbpedia.org/resource/Adalet_Shukurov,http://dbpedia.org/resource/Sumqayit
http://dbpedia.org/resource/Adalin_Wichman,"http://dbpedia.org/resource/Paris,_Kentucky"
http://dbpedia.org/resource/Adaline_Kent,"http://dbpedia.org/resource/Kentfield,_California"
http://dbpedia.org/resource/Adam_Adamowicz,http://dbpedia.org/resource/New_York
http://dbpedia.org/resource/Adam_Anders,http://dbpedia.org/resource/Stockholm
http://dbpedia.org/resource/Adam_Ant,http://dbpedia.org/resource/Marylebone
http://dbpedia.org/resource/Adam_Barry,http://dbpedia.org/resource/Worcester
http://dbpedia.org/resource/Adam_Barta,http://dbpedia.org/resource/The_Bronx
http://dbpedia.org/resource/Adam_Bałdych,http://dbpedia.org/resource/Gorzów_Wielkopolski
http://dbpedia.org/resource/Adam_Beyer,http://dbpedia.org/resource/Stockholm
http://dbpedia.org/resource/Adam_Blackstone,http://dbpedia.org/resource/New_Jersey
http://dbpedia.org/resource/Adam_Blackstone,"http://dbpedia.org/resource/Trenton,_New_Jersey"
http://dbpedia.org/resource/Adam_Brand,http://dbpedia.org/resource/Perth
http://dbpedia.org/resource/Adam_Bruce_Thomson,http://dbpedia.org/resource/Edinburgh
http://dbpedia.org/resource/Adam_Campbell_(actor),"http://dbpedia.org/resource/Bath,_Somerset"
http://dbpedia.org/resource/Adam_Cappa,"http://dbpedia.org/resource/Richmond,_Indiana"
http://dbpedia.org/resource/Adam_Carroll_(musician),http://dbpedia.org/resource/County_Cork
http://dbpedia.org/resource/Adam_Carroll_(musician),http://dbpedia.org/resource/Cloyne
http://dbpedia.org/resource/Adam_Chodzko,http://dbpedia.org/resource/London
http://dbpedia.org/resource/Adam_Clayton,http://dbpedia.org/resource/Oxfordshire
http://dbpedia.org/resource/Adam_Clayton,http://dbpedia.org/resource/Chinnor
http://dbpedia.org/resource/Adam_Cohen_(musician),http://dbpedia.org/resource/Montreal
http://dbpedia.org/resource/Adam_Cullen,http://dbpedia.org/resource/Sydney
http://dbpedia.org/resource/Adam_Cullen,http://dbpedia.org/resource/New_South_Wales
http://dbpedia.org/resource/Adam_Cvijanovic,http://dbpedia.org/resource/Cambridge
http://dbpedia.org/resource/Adam_Cvijanovic,http://dbpedia.org/resource/Massachusetts
